urban_system_id,city,country_code,country_name,environment_score,environment_pm25_score,environment_pm25_year,environment_green_score,environment_green_year,mobility_score,public_transport_score,public_transport_year,economic_opportunity_score,employment_score,employment_year,unemployment_score,unemployment_year,perceived_safety_score,perceived_safety_year,community_score,community_year,life_satisfaction_score,life_satisfaction_year,housing_satisfaction_score,housing_satisfaction_year,profile_dimensions_available,profile_coverage_pct,explorer_eligible,environment_eligible,mobility_eligible,economic_eligible,extended_profile_eligible,radar_eligible,n_perception_dimensions
FR070,Quimper,FR,France,,85.08,2025,,,10.88,10.88,2023,,,,,,,,,,,,,,1,14.3,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0
FR071,Belfort,FR,France,45.39,43.43,2025,47.35,2021,,,,,,,,,,,,,,,,,1,14.3,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0
FR072,Cayenne,FR,France,38.38,26.44,2025,50.32,2021,,,,,,,,,,,,,,,,,1,14.3,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0
FR073,Hayange,FR,France,,,,96.63,2021,,,,32.68,29.89,2024,35.47,2024,,,,,,,,,1,14.3,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0
FR074,Saint-Louis,FR,France,,38.7,2025,,,,,,,,,,,,,,,,,,,0,0.0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
FR075,Vannes,FR,France,,80.21,2025,,,5.44,5.44,2023,,,,,,,,,,,,,,1,14.3,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0
FR076,Annemasse-Geneva (French part),FR,France,39.25,43.28,2025,35.23,2021,,,,41.6,42.07,2024,41.13,2024,,,,,,,,,2,28.6,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,0
FR077,Saint-Louis-Bâle (French part),FR,France,53.65,16.84,2025,90.45,2021,,,,,,,,,,,,,,,,,1,14.3,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0
HR001,Zagreb,HR,Croatia,35.81,4.28,2025,67.34,2021,,,,76.64,63.1,2024,90.19,2024,78.75,2023,25.0,2023,30.0,2023,65.0,2023,6,85.7,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,4
HR002,Rijeka,HR,Croatia,71.19,58.35,2025,84.03,2021,,,,,,,,,,,,,,,,,1,14.3,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0
HR003,Slavonski Brod,HR,Croatia,,,,79.53,2021,,,,,,,,,,,,,,,,,0,0.0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
HR004,Osijek,HR,Croatia,20.95,12.11,2025,29.78,2021,,,,,,,,,,,,,,,,,1,14.3,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0
HR005,Split,HR,Croatia,38.0,49.34,2025,26.65,2021,,,,41.69,34.13,2024,49.25,2024,,,,,,,,,2,28.6,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,0
HR006,Pula/Pola,HR,Croatia,,,,,,,,,,,,,,,,,,,,,,0,0.0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
HR007,Zadar,HR,Croatia,58.84,88.63,2025,29.05,2021,,,,,,,,,,,,,,,,,1,14.3,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0
HU001,Budapest,HU,Hungary,27.08,15.95,2025,38.2,2021,51.33,51.33,2023,89.67,87.45,2024,91.89,2024,18.75,2023,6.25,2023,14.37,2023,27.5,2023,7,100.0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4
HU002,Miskolc,HU,Hungary,54.2,15.21,2025,93.18,2021,53.18,53.18,2023,32.73,34.13,2024,31.32,2024,10.0,2023,5.0,2023,6.25,2023,63.75,2023,7,100.0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4
HU003,Nyíregyháza,HU,Hungary,52.61,24.08,2025,81.14,2021,27.45,27.45,2023,,,,,,,,,,,,,,2,28.6,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,0
HU004,Pécs,HU,Hungary,60.22,37.52,2025,82.91,2021,66.84,66.84,2023,,,,,,,,,,,,,,2,28.6,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,0
HU005,Debrecen,HU,Hungary,41.29,13.88,2025,68.7,2021,7.43,7.43,2023,58.5,57.38,2024,59.62,2024,,,,,,,,,3,42.9,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,0
HU006,Szeged,HU,Hungary,55.8,38.26,2025,73.35,2021,45.62,45.62,2023,,,,,,,,,,,,,,2,28.6,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,0
HU007,Győr,HU,Hungary,59.73,34.56,2025,84.91,2021,47.08,47.08,2023,91.67,85.61,2024,97.74,2024,,,,,,,,,3,42.9,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,0
HU008,Kecskemét,HU,Hungary,,23.63,2025,,,13.26,13.26,2023,,,,,,,,,,,,,,1,14.3,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0
HU009,Székesfehérvár,HU,Hungary,45.36,22.01,2025,68.7,2021,35.28,35.28,2023,86.16,80.44,2024,91.89,2024,,,,,,,,,3,42.9,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,0
HU010,Szombathely,HU,Hungary,37.76,29.69,2025,45.83,2021,34.88,34.88,2023,,,,,,,,,,,,,,2,28.6,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,0
HU011,Szolnok,HU,Hungary,,,,,,44.3,44.3,2023,,,,,,,,,,,,,,1,14.3,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0
HU012,Tatabánya,HU,Hungary,,12.56,2025,,,21.88,21.88,2023,,,,,,,,,,,,,,1,14.3,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0
HU013,Veszprém,HU,Hungary,,,,,,48.67,48.67,2023,,,,,,,,,,,,,,1,14.3,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0
HU014,Békéscsaba,HU,Hungary,,,,,,47.08,47.08,2023,,,,,,,,,,,,,,1,14.3,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0
HU015,Kaposvár,HU,Hungary,,,,,,23.47,23.47,2023,,,,,,,,,,,,,,1,14.3,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0
HU016,Eger,HU,Hungary,,,,,,72.68,72.68,2023,,,,,,,,,,,,,,1,14.3,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0
HU017,Dunaújváros,HU,Hungary,,,,,,32.89,32.89,2023,,,,,,,,,,,,,,1,14.3,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0
HU018,Zalaegerszeg,HU,Hungary,,,,,,34.88,34.88,2023,,,,,,,,,,,,,,1,14.3,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0
HU019,Sopron,HU,Hungary,41.09,32.5,2025,49.68,2021,55.17,55.17,2023,,,,,,,,,,,,,,2,28.6,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,0
IE001,Dublin,IE,Ireland,63.62,90.4,2025,36.84,2021,20.42,20.42,2023,75.58,82.29,2024,68.87,2023,48.12,2023,75.0,2023,32.5,2023,20.0,2023,7,100.0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4
IE002,Cork,IE,Ireland,86.22,91.29,2025,81.14,2021,5.84,5.84,2023,65.59,73.43,2024,57.74,2024,,,,,,,,,3,42.9,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,0
IE003,Limerick,IE,Ireland,,92.02,2025,,,1.59,1.59,2023,79.03,77.68,2024,80.38,2024,,,,,,,,,2,28.6,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,0
IE004,Galway,IE,Ireland,92.5,96.16,2025,88.84,2021,0.8,0.8,2023,73.62,79.89,2024,67.36,2024,,,,,,,,,3,42.9,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,0
IE005,Waterford,IE,Ireland,,94.24,2025,,,8.49,8.49,2023,,,,,,,,,,,,,,1,14.3,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0
IS001,Reykjavík,IS,Iceland,91.6,97.49,2025,85.71,2021,,,,,,,,,85.0,2023,97.5,2023,98.75,2023,23.75,2023,5,71.4,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,4
IT001,Roma,IT,Italy,14.04,8.57,2025,19.5,2021,3.18,3.18,2023,39.64,23.25,2024,56.04,2024,1.25,2023,16.25,2023,11.88,2023,42.5,2023,7,100.0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4
IT002,Milano,IT,Italy,15.82,3.55,2025,28.09,2021,4.77,4.77,2023,60.86,49.45,2024,72.26,2024,,,,,,,,,3,42.9,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,0
IT003,Napoli,IT,Italy,24.5,19.94,2025,29.05,2021,0.27,0.27,2023,1.11,1.48,2024,0.75,2024,5.0,2023,30.0,2023,5.0,2023,87.5,2023,7,100.0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4
IT004,Torino,IT,Italy,5.7,3.69,2025,7.7,2021,,,,43.08,36.9,2024,49.25,2024,12.5,2023,21.25,2023,10.0,2023,73.75,2023,6,85.7,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,4
IT005,Palermo,IT,Italy,24.53,20.97,2025,28.09,2021,5.44,5.44,2023,2.25,1.85,2024,2.64,2024,13.75,2023,23.75,2023,8.75,2023,96.25,2023,7,100.0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4
IT006,Genova,IT,Italy,11.31,7.53,2025,15.09,2021,87.93,87.93,2023,49.12,36.16,2024,62.08,2024,,,,,,,,,3,42.9,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,0
IT007,Firenze,IT,Italy,20.46,21.42,2025,19.5,2021,22.55,22.55,2023,80.37,67.9,2024,92.83,2024,,,,,,,,,3,42.9,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,0
IT008,Bari,IT,Italy,16.2,23.34,2025,9.07,2021,,,,35.9,12.18,2024,59.62,2024,,,,,,,,,2,28.6,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,0
IT009,Bologna,IT,Italy,14.07,3.99,2025,24.16,2021,,,,63.12,57.38,2024,68.87,2024,15.0,2023,51.88,2023,23.75,2023,31.87,2023,6,85.7,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,4
IT010,Catania,IT,Italy,27.16,22.45,2025,31.86,2021,,,,4.96,2.95,2024,6.98,2024,,,,,,,,,2,28.6,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,0
IT011,Venezia,IT,Italy,9.39,0.89,2025,17.9,2021,32.36,32.36,2023,56.77,35.06,2024,78.49,2024,,,,,,,,,3,42.9,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,0
IT012,Verona,IT,Italy,9.15,1.77,2025,16.53,2021,,,,71.8,49.45,2024,94.15,2024,27.5,2023,53.75,2023,26.88,2023,67.5,2023,6,85.7,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,4
IT013,Cremona,IT,Italy,7.88,1.62,2025,14.13,2021,,,,,,,,,,,,,,,,,1,14.3,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0
IT014,Trento,IT,Italy,30.58,21.27,2025,39.89,2021,65.52,65.52,2023,,,,,,,,,,,,,,2,28.6,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,0
IT015,Trieste,IT,Italy,23.6,28.66,2025,18.54,2021,,,,,,,,,,,,,,,,,1,14.3,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0
IT016,Perugia,IT,Italy,40.37,19.5,2025,61.24,2021,,,,52.49,38.38,2024,66.6,2024,,,,,,,,,2,28.6,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,0
IT017,Ancona,IT,Italy,29.98,33.97,2025,26.0,2021,51.86,51.86,2023,,,,,,,,,,,,,,2,28.6,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,0
IT018,Pescara,IT,Italy,23.59,16.69,2025,30.5,2021,,,,,,,,,,,,,,,,,1,14.3,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0
IT019,Campobasso,IT,Italy,,27.77,2025,,,,,,,,,,,,,,,,,,,0,0.0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
IT020,Caserta,IT,Italy,27.02,23.93,2025,30.1,2021,,,,,,,,,,,,,,,,,1,14.3,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0
IT021,Taranto,IT,Italy,18.79,25.85,2025,11.72,2021,,,,5.55,0.92,2024,10.19,2024,,,,,,,,,2,28.6,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,0
IT022,Potenza,IT,Italy,,72.53,2025,,,,,,,,,,,,,,,,,,,0,0.0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
IT023,Catanzaro,IT,Italy,,33.23,2025,,,,,,,,,,,,,,,,,,,0,0.0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
IT024,Reggio di Calabria,IT,Italy,27.74,25.7,2025,29.78,2021,,,,,,,,,,,,,,,,,1,14.3,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0
IT025,Sassari,IT,Italy,52.54,73.86,2025,31.22,2021,53.18,53.18,2023,,,,,,,,,,,,,,2,28.6,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,0
IT026,Cagliari,IT,Italy,27.63,47.56,2025,7.7,2021,72.68,72.68,2023,16.46,12.55,2024,20.38,2024,,,,,,,,,3,42.9,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,0
IT027,Padova,IT,Italy,20.38,0.15,2025,40.61,2021,,,,77.89,61.62,2024,94.15,2024,,,,,,,,,2,28.6,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,0
IT028,Brescia,IT,Italy,18.86,4.73,2025,32.99,2021,,,,60.78,31.37,2024,90.19,2024,,,,,,,,,2,28.6,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,0
IT029,Modena,IT,Italy,6.5,1.92,2025,11.08,2021,,,,54.86,37.45,2024,72.26,2024,,,,,,,,,2,28.6,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,0
IT030,Foggia,IT,Italy,18.18,36.04,2025,0.32,2021,,,,,,,,,,,,,,,,,1,14.3,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0
IT031,Salerno,IT,Italy,35.86,22.75,2025,48.96,2021,,,,6.08,5.17,2024,6.98,2024,,,,,,,,,2,28.6,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,0
IT032,Piacenza,IT,Italy,6.29,4.14,2025,8.43,2021,,,,,,,,,,,,,,,,,1,14.3,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0
IT033,Bolzano,IT,Italy,24.38,36.48,2025,12.28,2021,,,,,,,,,,,,,,,,,1,14.3,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0
IT034,Udine,IT,Italy,30.39,15.36,2025,45.43,2021,,,,,,,,,,,,,,,,,1,14.3,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0
IT035,La Spezia,IT,Italy,31.34,35.16,2025,27.53,2021,,,,,,,,,,,,,,,,,1,14.3,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0
IT036,Lecce,IT,Italy,15.57,24.96,2025,6.18,2021,,,,,,,,,,,,,,,,,1,14.3,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0
IT037,Barletta,IT,Italy,15.81,31.31,2025,0.32,2021,,,,,,,,,,,,,,,,,1,14.3,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0
IT038,Pesaro,IT,Italy,18.31,22.9,2025,13.72,2021,75.73,75.73,2023,,,,,,,,,,,,,,2,28.6,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,0
IT039,Como,IT,Italy,49.37,6.2,2025,92.54,2021,,,,,,,,,,,,,,,,,1,14.3,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0
IT040,Pisa,IT,Italy,22.26,17.87,2025,26.65,2021,,,,,,,,,,,,,,,,,1,14.3,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0
IT041,Treviso,IT,Italy,30.47,0.44,2025,60.51,2021,,,,,,,,,,,,,,,,,1,14.3,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0
IT042,Varese,IT,Italy,49.58,6.94,2025,92.22,2021,30.5,30.5,2023,,,,,,,,,,,,,,2,28.6,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,0
IT043,Asti,IT,Italy,3.83,1.48,2025,6.18,2021,15.52,15.52,2023,,,,,,,,,,,,,,2,28.6,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,0
IT044,Pavia,IT,Italy,24.57,5.32,2025,43.82,2021,,,,,,,,,,,,,,,,,1,14.3,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0
IT045,Massa,IT,Italy,,,,95.67,2021,,,,,,,,,,,,,,,,,0,0.0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
IT046,Cosenza,IT,Italy,42.83,27.47,2025,58.19,2021,,,,,,,,,,,,,,,,,1,14.3,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0
IT047,Savona,IT,Italy,15.99,9.75,2025,22.23,2021,,,,,,,,,,,,,,,,,1,14.3,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0
IT048,Matera,IT,Italy,,45.79,2025,,,,,,,,,,,,,,,,,,,0,0.0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
IT049,Acireale,IT,Italy,,,,65.41,2021,,,,,,,,,,,,,,,,,0,0.0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
IT050,Avellino,IT,Italy,38.41,21.12,2025,55.7,2021,,,,,,,,,,,,,,,,,1,14.3,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0
IT051,Pordenone,IT,Italy,41.52,7.68,2025,75.36,2021,,,,,,,,,,,,,,,,,1,14.3,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0
IT052,Lecco,IT,Italy,34.23,11.08,2025,57.38,2021,,,,,,,,,,,,,,,,,1,14.3,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0
IT053,Altamura,IT,Italy,19.59,37.08,2025,2.09,2021,,,,,,,,,,,,,,,,,1,14.3,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0
IT056,Battipaglia,IT,Italy,20.24,25.55,2025,14.93,2021,,,,,,,,,,,,,,,,,1,14.3,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0
IT057,Bisceglie,IT,Italy,18.95,36.78,2025,1.12,2021,,,,,,,,,,,,,,,,,1,14.3,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0
IT058,Carpi,IT,Italy,,1.18,2025,,,,,,,,,,,,,,,,,,,0,0.0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
IT059,Cerignola,IT,Italy,25.75,48.6,2025,2.89,2021,,,,,,,,,,,,,,,,,1,14.3,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0
IT060,Gela,IT,Italy,18.14,31.46,2025,4.82,2021,,,,,,,,,,,,,,,,,1,14.3,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0
IT063,Sassuolo,IT,Italy,,3.84,2025,,,,,,,,,,,,,,,,,,,0,0.0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
IT064,Messina,IT,Italy,25.95,24.37,2025,27.53,2021,23.87,23.87,2023,2.23,2.58,2024,1.89,2024,,,,,,,,,3,42.9,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,0
IT065,Prato,IT,Italy,18.36,16.25,2025,20.47,2021,,,,75.26,60.33,2024,90.19,2024,,,,,,,,,2,28.6,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,0
IT066,Parma,IT,Italy,7.88,2.51,2025,13.24,2021,,,,60.73,52.58,2024,68.87,2024,,,,,,,,,2,28.6,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,0
IT067,Livorno,IT,Italy,13.77,19.35,2025,8.19,2021,,,,,,,,,,,,,,,,,1,14.3,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0
IT068,Reggio nell'Emilia,IT,Italy,11.34,2.22,2025,20.47,2021,,,,57.72,35.06,2024,80.38,2024,,,,,,,,,2,28.6,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,0
IT069,Ravenna,IT,Italy,14.71,6.06,2025,23.35,2021,,,,,,,,,,,,,,,,,1,14.3,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0
IT070,Ferrara,IT,Italy,15.86,2.66,2025,29.05,2021,,,,,,,,,,,,,,,,,1,14.3,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0
IT071,Rimini,IT,Italy,13.37,10.93,2025,15.81,2021,,,,48.5,32.1,2024,64.91,2024,,,,,,,,,2,28.6,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,0
IT072,Siracusa,IT,Italy,20.73,28.21,2025,13.24,2021,,,,,,,,,,,,,,,,,1,14.3,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0
IT073,Bergamo,IT,Italy,28.16,6.65,2025,49.68,2021,,,,67.25,35.06,2024,99.43,2024,,,,,,,,,2,28.6,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,0
IT074,Forlì,IT,Italy,22.34,8.71,2025,35.96,2021,,,,,,,,,,,,,,,,,1,14.3,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0
IT075,Latina,IT,Italy,11.27,13.15,2025,9.39,2021,,,,,,,,,,,,,,,,,1,14.3,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0
IT076,Vicenza,IT,Italy,12.08,0.0,2025,24.16,2021,,,,,,,,,,,,,,,,,1,14.3,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0
IT077,Terni,IT,Italy,32.65,22.6,2025,42.7,2021,,,,,,,,,,,,,,,,,1,14.3,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0
IT078,Novara,IT,Italy,6.8,5.91,2025,7.7,2021,,,,,,,,,,,,,,,,,1,14.3,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0
IT079,Alessandria,IT,Italy,6.26,5.47,2025,7.06,2021,4.24,4.24,2023,,,,,,,,,,,,,,2,28.6,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,0
IT080,Arezzo,IT,Italy,27.26,31.17,2025,23.35,2021,,,,,,,,,,,,,,,,,1,14.3,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0
IT081,Grosseto,IT,Italy,36.05,59.82,2025,12.28,2021,,,,,,,,,,,,,,,,,1,14.3,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0
IT082,Brindisi,IT,Italy,24.4,38.85,2025,9.95,2021,,,,,,,,,,,,,,,,,1,14.3,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0
IT083,Trapani,IT,Italy,17.19,30.28,2025,4.09,2021,,,,,,,,,,,,,,,,,1,14.3,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0
IT084,Ragusa,IT,Italy,22.39,34.27,2025,10.51,2021,,,,,,,,,,,,,,,,,1,14.3,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0
IT085,Andria,IT,Italy,16.89,32.35,2025,1.44,2021,,,,,,,,,,,,,,,,,1,14.3,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0
IT087,L'Aquila,IT,Italy,,41.95,2025,,,,,,,,,,,,,,,,,,,0,0.0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
LT001,Vilnius,LT,Lithuania,73.44,56.43,2025,90.45,2021,14.59,14.59,2023,70.53,86.16,2024,54.91,2024,57.5,2023,56.88,2023,53.75,2023,56.25,2023,7,100.0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4
LT002,Kaunas,LT,Lithuania,68.02,50.96,2025,85.07,2021,26.39,26.39,2023,69.61,92.8,2024,46.42,2024,,,,,,,,,3,42.9,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,0
LT003,Panevėžys,LT,Lithuania,55.06,48.01,2025,62.12,2021,10.08,10.08,2023,,,,,,,,,,,,,,2,28.6,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,0
LT004,Alytus,LT,Lithuania,76.16,61.3,2025,91.01,2021,95.89,95.89,2023,,,,,,,,,,,,,,2,28.6,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,0
LT005,Klaipėda,LT,Lithuania,60.18,65.14,2025,55.22,2021,63.79,63.79,2023,,,,,,,,,,,,,,2,28.6,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,0
LT006,Šiauliai,LT,Lithuania,80.18,61.0,2025,99.36,2021,93.5,93.5,2023,,,,,,,,,,,,,,2,28.6,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,0
LU001,Luxembourg,LU,Luxembourg,54.4,61.45,2025,47.35,2021,58.89,58.89,2023,42.7,36.16,2024,49.25,2024,90.0,2023,90.0,2023,97.5,2023,11.25,2023,7,100.0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4
LV001,Riga,LV,Latvia,67.59,76.51,2025,58.67,2021,25.86,25.86,2023,59.8,66.97,2023,52.64,2023,52.5,2023,11.25,2023,20.0,2023,33.75,2023,7,100.0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4
LV002,Liepāja,LV,Latvia,69.34,66.77,2025,71.91,2021,,,,,,,,,,,,,,,,,1,14.3,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0
LV003,Jelgava,LV,Latvia,,,,,,,,,,,,,,,,,,,,,,0,0.0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
LV004,Daugavpils,LV,Latvia,64.3,67.36,2025,61.24,2021,,,,,,,,,,,,,,,,,1,14.3,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0
MT001,Malta,MT,Malta,28.52,44.76,2025,12.28,2021,,,,88.51,90.04,2024,86.98,2024,,,,,,,,,2,28.6,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,0
NL001,Amsterdam,NL,Netherlands,56.3,70.46,2025,42.13,2021,37.14,37.14,2023,87.28,98.15,2023,76.42,2023,72.5,2023,55.0,2023,82.5,2023,15.0,2023,7,100.0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4
NL002,Alkmaar,NL,Netherlands,73.22,86.56,2025,59.87,2021,30.24,30.24,2023,86.57,94.65,2024,78.49,2024,,,,,,,,,3,42.9,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,0
NL003,Almelo,NL,Netherlands,69.53,43.87,2025,95.18,2021,14.59,14.59,2023,,,,,,,,,,,,,,2,28.6,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,0
NL005,Alphen aan den Rijn,NL,Netherlands,48.85,45.05,2025,52.65,2021,20.69,20.69,2023,,,,,,,,,,,,,,2,28.6,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,0
NL006,Amersfoort,NL,Netherlands,45.94,51.26,2025,40.61,2021,70.82,70.82,2023,,,,,,,,,,,,,,2,28.6,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,0
NL007,Apeldoorn,NL,Netherlands,65.18,53.47,2025,76.89,2021,24.54,24.54,2023,,,,,,,,,,,,,,2,28.6,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,0
NL008,Arnhem,NL,Netherlands,80.35,71.05,2025,89.65,2021,45.62,45.62,2023,90.86,99.45,2024,82.26,2024,,,,,,,,,3,42.9,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,0
NL009,Assen,NL,Netherlands,,,,,,12.6,12.6,2023,,,,,,,,,,,,,,1,14.3,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0
