urban_system_id,city,country_code,country_name,population_raw,population_year,environment_score,pm25_raw,environment_pm25_score,pm25_year,green_area_raw,environment_green_score,green_area_year,mobility_score,public_transport_raw,public_transport_score,public_transport_year,economic_opportunity_score,employment_raw,employment_score,employment_year,unemployment_raw,unemployment_score,unemployment_year,commuting_pt_raw,commuting_pt_year,commuting_pt_staleness,commuting_bike_raw,commuting_bike_year,commuting_bike_staleness,commuting_walk_raw,commuting_walk_year,commuting_walk_staleness,commuting_car_raw,commuting_car_year,commuting_car_staleness,perceived_safety_score,perceived_safety_year,community_score,community_year,life_satisfaction_score,life_satisfaction_year,housing_satisfaction_score,housing_satisfaction_year,profile_dimensions_available,profile_coverage_pct,explorer_eligible,environment_eligible,mobility_eligible,economic_eligible,extended_profile_eligible,radar_eligible,n_perception_dimensions
IT026,Cagliari,IT,Italy,493601,2024,27.63,29.277546894766395,47.56,2025,58,7.7,2021,72.68,97.2,72.68,2023,16.46,60,12.55,2024,8.9,20.38,2024,6.9,2011,stale_commuting_context,1.1,2011,stale_commuting_context,10.9,2011,stale_commuting_context,78.2,2011,stale_commuting_context,,,,,,,,,3,42.9,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,0
IT027,Padova,IT,Italy,562386,2024,20.38,79.13908638584589,0.15,2025,127,40.61,2021,,,,,77.89,72.5,61.62,2024,2.6,94.15,2024,6.8,2011,stale_commuting_context,8.8,2011,stale_commuting_context,6.1,2011,stale_commuting_context,71.2,2011,stale_commuting_context,,,,,,,,,2,28.6,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,0
IT028,Brescia,IT,Italy,480745,2024,18.86,54.79691065890523,4.73,2025,116,32.99,2021,,,,,60.78,66.9,31.37,2024,2.9,90.19,2024,6.3,2011,stale_commuting_context,6.1,2011,stale_commuting_context,7.8,2011,stale_commuting_context,76.2,2011,stale_commuting_context,,,,,,,,,2,28.6,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,0
IT029,Modena,IT,Italy,368986,2024,6.5,65.69614542586427,1.92,2025,70,11.08,2021,,,,,54.86,68.5,37.45,2024,4.3,72.26,2024,4.6,2011,stale_commuting_context,8,2011,stale_commuting_context,6.8,2011,stale_commuting_context,77.9,2011,stale_commuting_context,,,,,,,,,2,28.6,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,0
IT031,Salerno,IT,Italy,228681,2024,35.86,36.50068907173492,22.75,2025,140,48.96,2021,,,,,6.08,51.5,5.17,2024,12.7,6.98,2024,11.7,2011,stale_commuting_context,0.8,2011,stale_commuting_context,16.7,2011,stale_commuting_context,66.5,2011,stale_commuting_context,,,,,,,,,2,28.6,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,0
IT038,Pesaro,IT,Italy,127508,2024,18.31,36.47603010369108,22.9,2025,75,13.72,2021,75.73,97.4,75.73,2023,,,,,,,,3.9,2011,stale_commuting_context,9.1,2011,stale_commuting_context,6,2011,stale_commuting_context,73,2011,stale_commuting_context,,,,,,,,,2,28.6,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,0
IT042,Varese,IT,Italy,187803,2024,49.58,49.96454991787233,6.94,2025,235,92.22,2021,30.5,90.5,30.5,2023,,,,,,,,8.6,2011,stale_commuting_context,1.5,2011,stale_commuting_context,9.1,2011,stale_commuting_context,77.5,2011,stale_commuting_context,,,,,,,,,2,28.6,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,0
IT043,Asti,IT,Italy,111454,2024,3.83,67.35889597535918,1.48,2025,54,6.18,2021,15.52,81.4,15.52,2023,,,,,,,,7.4,2011,stale_commuting_context,1.4,2011,stale_commuting_context,15,2011,stale_commuting_context,74.1,2011,stale_commuting_context,,,,,,,,,2,28.6,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,0
IT064,Messina,IT,Italy,275924,2024,25.95,35.78563254544701,24.37,2025,105,27.53,2021,23.87,87.7,23.87,2023,2.23,46.8,2.58,2024,16.4,1.89,2024,8.5,2011,stale_commuting_context,0.5,2011,stale_commuting_context,13.1,2011,stale_commuting_context,68.6,2011,stale_commuting_context,,,,,,,,,3,42.9,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,0
IT065,Prato,IT,Italy,288458,2024,18.36,39.00399585066616,16.25,2025,92,20.47,2021,,,,,75.26,72.3,60.33,2024,2.9,90.19,2024,6.8,2011,stale_commuting_context,3,2011,stale_commuting_context,8.8,2011,stale_commuting_context,76.3,2011,stale_commuting_context,,,,,,,,,2,28.6,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,0
IT066,Parma,IT,Italy,368518,2024,7.88,60.949234435529696,2.51,2025,74,13.24,2021,,,,,60.73,70.5,52.58,2024,4.6,68.87,2024,5.8,2011,stale_commuting_context,9.9,2011,stale_commuting_context,8.5,2011,stale_commuting_context,71.9,2011,stale_commuting_context,,,,,,,,,2,28.6,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,0
IT068,Reggio nell'Emilia,IT,Italy,296352,2024,11.34,63.737041956633384,2.22,2025,92,20.47,2021,,,,,57.72,68.1,35.06,2024,3.6,80.38,2024,4.3,2011,stale_commuting_context,7.9,2011,stale_commuting_context,6.3,2011,stale_commuting_context,78.5,2011,stale_commuting_context,,,,,,,,,2,28.6,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,0
IT071,Rimini,IT,Italy,259877,2024,13.37,44.13195756993992,10.93,2025,84,15.81,2021,,,,,48.5,67.6,32.1,2024,4.9,64.91,2024,3.4,2011,stale_commuting_context,10.3,2011,stale_commuting_context,7.5,2011,stale_commuting_context,70.5,2011,stale_commuting_context,,,,,,,,,2,28.6,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,0
IT073,Bergamo,IT,Italy,548645,2024,28.16,50.18009865194457,6.65,2025,141,49.68,2021,,,,,67.25,68.1,35.06,2024,1.5,99.43,2024,6.2,2011,stale_commuting_context,4.5,2011,stale_commuting_context,8.7,2011,stale_commuting_context,72.3,2011,stale_commuting_context,,,,,,,,,2,28.6,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,0
IT079,Alessandria,IT,Italy,134382,2024,6.26,51.63040252793787,5.47,2025,57,7.06,2021,4.24,67.5,4.24,2023,,,,,,,,6.6,2011,stale_commuting_context,6.3,2011,stale_commuting_context,12.8,2011,stale_commuting_context,72.5,2011,stale_commuting_context,,,,,,,,,2,28.6,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,0
LT001,Vilnius,LT,Lithuania,1039279,2025,73.44,27.859721570420803,56.43,2025,229,90.45,2021,14.59,80.8,14.59,2023,70.53,77.5,86.16,2024,6.2,54.91,2024,,,,,,,,,,,,,57.5,2023,56.88,2023,53.75,2023,56.25,2023,7,100.0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4
LT002,Kaunas,LT,Lithuania,519221,2025,68.02,28.70186099853371,50.96,2025,210,85.07,2021,26.39,88.9,26.39,2023,69.61,79.4,92.8,2024,6.6,46.42,2024,,,,,,,,,,,,,,,,,,,,,3,42.9,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,0
LU001,Luxembourg,LU,Luxembourg,602556,2022,54.4,27.186332709616515,61.45,2025,138,47.35,2021,58.89,95.9,58.89,2023,42.7,68.2,36.16,2024,6.4,49.25,2024,,,,,,,,,,,,,90.0,2023,90.0,2023,97.5,2023,11.25,2023,7,100.0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4
LV001,Riga,LV,Latvia,1141385,2025,67.59,24.26306758170782,76.51,2025,154,58.67,2021,25.86,88.8,25.86,2023,59.8,73.3,66.97,2023,6.3,52.64,2023,27.9,2017,stale_commuting_context,4.1,2017,stale_commuting_context,16.8,2017,stale_commuting_context,,,,52.5,2023,11.25,2023,20.0,2023,33.75,2023,7,100.0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4
NL001,Amsterdam,NL,Netherlands,2980410,2025,56.3,25.28263556011924,70.46,2025,129,42.13,2021,37.14,92.3,37.14,2023,87.28,82.5,98.15,2023,4,76.42,2023,,,,,,,,,,,,,72.5,2023,55.0,2023,82.5,2023,15.0,2023,7,100.0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4
NL002,Alkmaar,NL,Netherlands,281743,2025,73.22,22.24383816332945,86.56,2025,156,59.87,2021,30.24,90.1,30.24,2023,86.57,80.7,94.65,2024,3.8,78.49,2024,,,,,,,,,,,,,,,,,,,,,3,42.9,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,0
NL008,Arnhem,NL,Netherlands,428463,2025,80.35,25.179441822264746,71.05,2025,225,89.65,2021,45.62,93.9,45.62,2023,90.86,82.9,99.45,2024,3.5,82.26,2024,,,,,,,,,,,,,,,,,,,,,3,42.9,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,0
NL011,Breda,NL,Netherlands,361464,2025,58.45,26.84461632153512,62.33,2025,147,54.57,2021,24.54,88.1,24.54,2023,92.02,82.3,97.05,2024,3.2,86.98,2024,,,,,,,,,,,,,,,,,,,,,3,42.9,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,0
NL014,Eindhoven,NL,Netherlands,853993,2025,56.55,28.978402566692445,49.78,2025,161,63.32,2021,31.43,90.7,31.43,2023,92.02,82.3,97.05,2024,3.2,86.98,2024,,,,,,,,,,,,,,,,,,,,,3,42.9,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,0
NL015,Enschede,NL,Netherlands,412816,2025,70.39,26.526011896114216,64.55,2025,189,76.24,2021,28.51,89.3,28.51,2023,91.81,82.6,98.71,2024,3.3,84.91,2024,,,,,,,,,,,,,,,,,,,,,3,42.9,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,0
NL017,'s-Gravenhage,NL,Netherlands,1236069,2025,50.18,26.681197215203866,63.52,2025,122,36.84,2021,58.89,95.9,58.89,2023,85.42,81.1,95.94,2023,4.1,74.91,2023,,,,,,,,,,,,,,,,,,,,,3,42.9,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,0
NL018,Groningen,NL,Netherlands,728025,2025,61.3,25.006868951863755,71.64,2025,143,50.96,2021,18.17,84.1,18.17,2023,79.46,78.7,90.04,2024,4.6,68.87,2024,,,,,,,,,,,,,95.0,2023,95.0,2023,46.25,2023,68.75,2023,7,100.0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4
NL022,Heerlen,NL,Netherlands,256062,2025,86.34,24.288767121344442,76.22,2025,270,96.47,2021,67.64,96.7,67.64,2023,88.85,79.4,92.8,2024,3.3,84.91,2024,,,,,,,,,,,,,,,,,,,,,3,42.9,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,0
NL025,'s-Hertogenbosch,NL,Netherlands,297370,2025,54.54,28.973267964617758,49.93,2025,155,59.15,2021,47.08,94,47.08,2023,92.39,82.4,97.79,2024,3.2,86.98,2024,,,,,,,,,,,,,,,,,,,,,3,42.9,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,0
NL029,Leiden,NL,Netherlands,371917,2025,48.38,30.479620360935584,42.98,2025,146,53.77,2021,53.18,95.2,53.18,2023,85.42,81.1,95.94,2023,4.1,74.91,2023,,,,,,,,,,,,,,,,,,,,,3,42.9,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,0
NL033,Nijmegen,NL,Netherlands,337861,2025,61.64,26.12003546602097,66.62,2025,151,56.66,2021,50.0,94.6,50.0,2023,90.86,82.9,99.45,2024,3.5,82.26,2024,,,,,,,,,,,,,,,,,,,,,3,42.9,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,0
NL037,Rotterdam,NL,Netherlands,1885110,2025,55.1,26.649651806648155,63.81,2025,137,46.39,2021,23.47,87.6,23.47,2023,85.42,81.1,95.94,2023,4.1,74.91,2023,,,,,,,,,,,,,59.38,2023,50.0,2023,71.25,2023,51.25,2023,7,100.0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4
NL041,Tilburg,NL,Netherlands,435500,2025,49.3,28.304149610994536,53.18,2025,135,45.43,2021,32.36,90.9,32.36,2023,92.02,82.3,97.05,2024,3.2,86.98,2024,,,,,,,,,,,,,,,,,,,,,3,42.9,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,0
NL042,Utrecht,NL,Netherlands,970860,2025,45.03,27.881605446303716,56.28,2025,117,33.79,2021,51.86,95,51.86,2023,91.13,84,100.0,2023,3.5,82.26,2023,,,,,,,,,,,,,,,,,,,,,3,42.9,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,0
NL047,Zwolle,NL,Netherlands,412489,2025,52.84,30.77418129091725,40.92,2025,165,64.77,2021,16.18,82,16.18,2023,91.14,82.6,98.71,2024,3.4,83.58,2024,,,,,,,,,,,,,,,,,,,,,3,42.9,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,0
NO001,Oslo,NO,Norway,1551008,2025,72.25,22.71940499382652,84.64,2025,156,59.87,2021,63.0,96.2,63.0,2023,80.88,78.1,88.19,2023,4.2,73.58,2023,29,2009,stale_commuting_context,6,2009,stale_commuting_context,12,2009,stale_commuting_context,51,2009,stale_commuting_context,86.25,2023,92.5,2023,78.75,2023,31.87,2023,7,100.0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4
NO002,Bergen,NO,Norway,435240,2025,97.73,15.893511168883025,96.9,2025,297,98.56,2021,56.76,95.7,56.76,2023,90.36,80,93.73,2024,3.2,86.98,2024,20,2009,stale_commuting_context,4,2009,stale_commuting_context,12,2009,stale_commuting_context,63,2009,stale_commuting_context,,,,,,,,,3,42.9,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,0
NO003,Trondheim,NO,Norway,282801,2025,90.67,10.97873972660752,99.41,2025,201,81.94,2021,58.89,95.9,58.89,2023,80.37,77.1,84.32,2024,4,76.42,2024,10,2009,stale_commuting_context,13,2009,stale_commuting_context,10,2009,stale_commuting_context,65,2009,stale_commuting_context,,,,,,,,,3,42.9,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,0
NO004,Stavanger,NO,Norway,343671,2025,87.7,16.58488000389305,96.6,2025,195,78.81,2021,54.11,95.3,54.11,2023,73.78,76.7,82.66,2024,4.9,64.91,2024,11,2009,stale_commuting_context,9,2009,stale_commuting_context,9,2009,stale_commuting_context,69,2009,stale_commuting_context,,,,,,,,,3,42.9,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,0
PL001,Warszawa,PL,Poland,3524612,2024,26.19,41.19436205243013,14.18,2025,124,38.2,2021,15.12,81.3,15.12,2023,93.02,79,91.88,2024,2.6,94.15,2024,,,,,,,,,,,,,71.25,2023,17.5,2023,69.38,2023,25.0,2023,7,100.0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4
PL002,Łódź,PL,Poland,1027819,2024,32.45,44.46150222284014,10.34,2025,147,54.57,2021,,,,,67.03,70.6,53.69,2024,3.6,80.38,2024,,,,,,,,,,,,,,,,,,,,,2,28.6,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,0
PL003,Kraków,PL,Poland,1456240,2024,33.49,48.689215131217146,7.83,2025,155,59.15,2021,6.9,71.5,6.9,2023,70.97,70.1,47.79,2024,2.6,94.15,2024,,,,,,,,,,,,,73.75,2023,32.5,2023,72.5,2023,41.25,2023,7,100.0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4
PL004,Wrocław,PL,Poland,1038107,2024,37.1,45.31178818624665,9.9,2025,163,64.29,2021,15.92,81.5,15.92,2023,76.94,73.9,70.3,2024,3.4,83.58,2024,,,,,,,,,,,,,,,,,,,,,3,42.9,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,0
PL005,Poznań,PL,Poland,992919,2024,45.61,42.17775124223465,12.41,2025,195,78.81,2021,16.98,83.4,16.98,2023,79.2,72.5,61.62,2024,2.3,96.79,2024,,,,,,,,,,,,,,,,,,,,,3,42.9,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,0
PL006,Gdańsk,PL,Poland,717743,2024,50.85,31.86747961415555,36.93,2025,165,64.77,2021,11.41,78.5,11.41,2023,81.34,72.9,64.94,2024,2.2,97.74,2024,,,,,,,,,,,,,80.0,2023,46.25,2023,55.0,2023,57.5,2023,7,100.0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4
PL007,Szczecin,PL,Poland,515242,2024,53.09,30.781575486138085,40.77,2025,166,65.41,2021,25.33,88.6,25.33,2023,74.27,70.9,56.64,2024,2.8,91.89,2024,,,,,,,,,,,,,,,,,,,,,3,42.9,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,0
PL008,Bydgoszcz,PL,Poland,545444,2024,38.4,38.25335968038872,18.61,2025,153,58.19,2021,9.81,77.2,9.81,2023,65.85,71.2,58.12,2024,4.2,73.58,2024,,,,,,,,,,,,,,,,,,,,,3,42.9,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,0
PL009,Lublin,PL,Poland,677413,2024,33.36,38.92649847953416,16.4,2025,142,50.32,2021,1.86,62.2,1.86,2023,65.88,70,46.86,2024,3.3,84.91,2024,,,,,,,,,,,,,,,,,,,,,3,42.9,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,0
PL010,Katowice,PL,Poland,1266834,2024,48.27,59.19592964873134,2.95,2025,240,93.58,2021,,,,,71.82,70.1,47.79,2024,2.4,95.85,2024,,,,,,,,,,,,,,,,,,,,,2,28.6,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,0
PL011,Białystok,PL,Poland,469829,2024,38.68,30.416998752291942,43.57,2025,117,33.79,2021,14.59,80.8,14.59,2023,70.72,70.5,52.58,2024,3,88.87,2024,,,,,,,,,,,,,93.75,2023,63.75,2023,65.62,2023,92.5,2023,7,100.0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4
PL012,Kielce,PL,Poland,393623,2024,40.02,39.824747821083115,15.51,2025,164,64.53,2021,,,,,58.98,69,39.48,2024,3.8,78.49,2024,,,,,,,,,,,,,,,,,,,,,2,28.6,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,0
PL013,Toruń,PL,Poland,323575,2024,41.87,40.94004318926351,14.48,2025,173,69.26,2021,,,,,65.85,71.2,58.12,2024,4.2,73.58,2024,,,,,,,,,,,,,,,,,,,,,2,28.6,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,0
PL014,Olsztyn,PL,Poland,268565,2024,38.63,33.66519264428622,30.87,2025,137,46.39,2021,10.61,77.7,10.61,2023,55.01,67.7,32.47,2024,3.9,77.55,2024,,,,,,,,,,,,,,,,,,,,,3,42.9,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,0
PL015,Rzeszów,PL,Poland,483729,2024,33.7,35.53696798425156,25.26,2025,129,42.13,2021,0.53,48,0.53,2023,51.62,65.1,23.99,2024,3.7,79.25,2024,,,,,,,,,,,,,,,,,,,,,3,42.9,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,0
PL020,Nowy Sącz,PL,Poland,262233,2024,44.2,41.66685327255582,13.44,2025,186,74.96,2021,,,,,71.8,70.2,49.45,2024,2.6,94.15,2024,,,,,,,,,,,,,,,,,,,,,2,28.6,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,0
PL024,Częstochowa,PL,Poland,380900,2024,50.01,49.53135625803601,7.24,2025,237,92.78,2021,,,,,71.82,70.1,47.79,2024,2.4,95.85,2024,,,,,,,,,,,,,,,,,,,,,2,28.6,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,0
PL025,Radom,PL,Poland,321439,2024,38.52,40.4552656511277,14.92,2025,159,62.12,2021,17.24,83.7,17.24,2023,66.59,70.3,50.92,2024,3.5,82.26,2024,,,,,,,,,,,,,,,,,,,,,3,42.9,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,0
PL058,Bielsko-Biała,PL,Poland,362688,2024,50.16,49.126806825139724,7.39,2025,238,92.94,2021,,,,,71.82,70.1,47.79,2024,2.4,95.85,2024,,,,,,,,,,,,,,,,,,,,,2,28.6,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,0
PT001,Lisboa,PT,Portugal,3163849,2024,36.16,28.26899390000819,53.77,2025,89,18.54,2021,,,,,50.76,73.2,66.05,2023,7.4,35.47,2023,24.9,2021,current,0.5,2021,current,16.4,2021,current,56.4,2021,current,41.25,2023,37.5,2023,18.75,2023,13.75,2023,6,85.7,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,4
PT002,Porto,PT,Portugal,1578389,2024,41.48,32.47426117330833,35.6,2025,138,47.35,2021,,,,,52.44,71.8,59.78,2024,6.7,45.09,2024,17.7,2021,current,0.4,2021,current,13.8,2021,current,66.7,2021,current,,,,,,,,,2,28.6,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,0
PT004,Funchal,PT,Portugal,234625,2024,67.3,18.215471881273523,95.42,2025,125,39.17,2021,6.63,71.4,6.63,2023,,,,,,,,19.2,2021,current,0,2021,current,13.1,2021,current,65.1,2021,current,,,,,,,,,2,28.6,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,0
PT005,Coimbra,PT,Portugal,277380,2024,51.75,30.643523682468278,42.25,2025,158,61.24,2021,,,,,65.72,73.8,69.37,2023,5.5,62.08,2023,12.7,2021,current,0.4,2021,current,10.6,2021,current,74.9,2021,current,,,,,,,,,2,28.6,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,0
RO001,Bucureşti,RO,Romania,3051258,2021,14.44,35.69902322911043,25.11,2025,47,3.77,2021,,,,,91.03,77.1,84.32,2024,2.2,97.74,2024,,,,,,,,,,,,,17.5,2023,13.75,2023,14.37,2023,71.25,2023,6,85.7,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,4
RO002,Cluj-Napoca,RO,Romania,486022,2021,23.56,34.97779730090705,27.62,2025,90,19.5,2021,,,,,46.8,65.8,24.72,2024,4.6,68.87,2024,,,,,,,,,,,,,77.5,2023,72.5,2023,52.5,2023,53.75,2023,6,85.7,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,4
RO003,Timişoara,RO,Romania,516162,2021,13.88,43.75512179675301,11.23,2025,85,16.53,2021,,,,,52.7,64.2,20.48,2024,3.3,84.91,2024,,,,,,,,,,,,,,,,,,,,,2,28.6,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,0
RO004,Craiova,RO,Romania,472885,2021,14.65,38.898972429318945,16.54,2025,73,12.76,2021,,,,,20.62,58.6,11.62,2024,7.8,29.62,2024,,,,,,,,,,,,,,,,,,,,,2,28.6,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,0
RO023,Constanţa,RO,Romania,553282,2021,15.75,35.311547540941476,26.29,2025,51,5.22,2021,,,,,10.93,56.9,9.04,2024,9.9,12.83,2024,,,,,,,,,,,,,,,,,,,,,2,28.6,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,0
RO024,Iaşi,RO,Romania,543752,2021,29.45,32.969636902192974,33.38,2025,100,25.52,2021,,,,,40.2,61.5,15.5,2024,4.9,64.91,2024,,,,,,,,,,,,,,,,,,,,,2,28.6,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,0
RO025,Galaţi,RO,Romania,309528,2021,20.0,38.25881817233762,18.32,2025,94,21.67,2021,,,,,10.93,56.9,9.04,2024,9.9,12.83,2024,,,,,,,,,,,,,,,,,,,,,2,28.6,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,0
RO026,Braşov,RO,Romania,462588,2021,21.98,38.02570028229097,18.91,2025,99,25.04,2021,,,,,45.17,62.9,18.08,2024,4.3,72.26,2024,,,,,,,,,,,,,,,,,,,,,2,28.6,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,0
RO027,Ploieşti,RO,Romania,468879,2021,13.12,41.82772830638313,13.0,2025,74,13.24,2021,,,,,28.56,63.2,18.45,2024,7.2,38.68,2024,,,,,,,,,,,,,,,,,,,,,2,28.6,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,0
SE001,Stockholm,SE,Sweden,2561978,2024,78.48,16.64322918821387,96.45,2025,157,60.51,2021,68.17,96.8,68.17,2023,55.53,77.5,86.16,2024,8.4,24.91,2024,34,2005,stale_commuting_context,6,2005,stale_commuting_context,11,2005,stale_commuting_context,48,2005,stale_commuting_context,87.5,2023,88.75,2023,93.75,2023,6.25,2023,7,100.0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4
SE002,Göteborg,SE,Sweden,1097407,2024,86.62,17.940864441386896,95.86,2025,192,77.37,2021,50.0,94.6,50.0,2023,50.9,75.7,79.34,2024,8.7,22.45,2024,15,2005,stale_commuting_context,12,2005,stale_commuting_context,10,2005,stale_commuting_context,61,2005,stale_commuting_context,,,,,,,,,3,42.9,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,0
SE003,Malmö,SE,Sweden,876786,2024,53.46,23.474087377462038,81.24,2025,101,25.68,2021,39.39,93,39.39,2023,43.87,74.5,74.91,2024,9.9,12.83,2024,15,2005,stale_commuting_context,17,2005,stale_commuting_context,7,2005,stale_commuting_context,60,2005,stale_commuting_context,64.38,2023,68.75,2023,91.25,2023,60.0,2023,7,100.0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4
SE006,Uppsala,SE,Sweden,326796,2024,75.73,9.655302480960357,99.85,2025,144,51.61,2021,32.36,90.9,32.36,2023,45.0,74.5,74.91,2024,9.3,15.09,2024,5,2005,stale_commuting_context,20,2005,stale_commuting_context,12,2005,stale_commuting_context,62,2005,stale_commuting_context,,,,,,,,,3,42.9,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,0
SE007,Linköping,SE,Sweden,261659,2024,89.4,13.460707259195534,98.38,2025,198,80.42,2021,19.1,84.8,19.1,2023,,,,,,,,11,2005,stale_commuting_context,16,2005,stale_commuting_context,10,2005,stale_commuting_context,61,2005,stale_commuting_context,,,,,,,,,2,28.6,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,0
SE008,Örebro,SE,Sweden,218186,2024,83.89,13.05746334996122,98.52,2025,173,69.26,2021,21.88,86.7,21.88,2023,,,,,,,,5,2005,stale_commuting_context,20,2005,stale_commuting_context,12,2005,stale_commuting_context,62,2005,stale_commuting_context,,,,,,,,,2,28.6,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,0
SI001,Osrednjeslovenska,SI,Slovenia,920388,2025,50.66,34.76714323652271,28.36,2025,181,72.95,2021,1.33,57.7,1.33,2023,72.72,73.6,67.9,2022,3.9,77.55,2022,7.3,2017,stale_commuting_context,,,,,,,78.3,2017,stale_commuting_context,97.5,2023,38.75,2023,60.0,2023,36.25,2023,7,100.0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4
SI002,Podravska,SI,Slovenia,262050,2025,29.89,34.9641171783943,27.92,2025,113,31.86,2021,,,,,56.42,70.2,49.45,2022,5.1,63.4,2022,,,,,,,,,,85.1,2017,stale_commuting_context,,,,,,,,,2,28.6,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,0
SK001,Bratislava,SK,Slovakia,1049696,2024,51.88,30.677407587077823,41.65,2025,159,62.12,2021,,,,,92.95,78.5,89.11,2024,2.3,96.79,2024,28.8,2021,current,3.9,2021,current,10.1,2021,current,55.4,2021,current,28.75,2023,7.5,2023,41.25,2023,12.5,2023,6,85.7,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,4
SK002,Košice,SK,Slovakia,372203,2024,38.42,31.59117435490987,37.67,2025,125,39.17,2021,,,,,26.17,66.7,29.89,2024,8.7,22.45,2024,31.9,2021,current,2.3,2021,current,11.6,2021,current,52.6,2021,current,25.0,2023,12.5,2023,41.25,2023,26.25,2023,6,85.7,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,4
